小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
北街家园(六区),50786,昌平 沙河,西三路,多层,2.20元/平米/月,商品房住宅,1.20,900户,30%,2009年,均为地上停车位，现在不收取任何费用，小区人员密度小，车位充足,"恒信服饰,上海申和实业有限公司",北京罗顿物业管理有限公司,116.41868723356585,39.772843173689594
清水园,56355,昌平 立水桥,立军路,小高层,0.65元/平米/月,商品房住宅,2.00,900户,41%,1998年,暂无停车费,北京大通房地产开发有限公司,北京兴中建物业管理有限公司,116.4069607228962,40.05478174313985
亿城西山华府珑园,97747,海淀 马连洼,马连洼南路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2008年,暂无数据,暂无数据,暂无数据,116.28960249785064,40.03839210526486
九台庄园,64310,昌平 北七家,太平庄北街,低层,2.00元/平米/月,商品房住宅,0.27,279户,85%,1998年,400,北京九台房地产开发有限责任公司,九台集团物业部,116.39632200091097,40.08230103329721
中毛家湾胡同小区,157770,西城 西四,中毛家湾胡同,多层,1.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.36793797222056,39.9493205066006
华瀚福园(C区),30000,朝阳 东坝,东坝中路,多层,1.20元/平米/月,经济适用房,0.00,暂无数据,29%,暂无数据,暂无数据,华翰投资集团,和泓物业有限公司,116.57938696214498,39.96679310324039
东会新村,48492,朝阳 管庄,双桥东路1号,多层,0.50元/平米/月,商品房住宅经济适用房,2.20,540户,30%,1998年,150元/月,UTOP联创空间、上海亚龙烟草机械有限公司、上海亚龙投资集团有限公司,北京顺长物业管理中心,116.61311474082262,39.899541868252776
御槐园,37288,丰台 新宫,槐房路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38039935608552,39.82018195103742
城南嘉园益嘉园,51262,丰台 马家堡,马家堡西路,多层,1.30元/平米/月,单位集体自建房,1.87,1267户,34%,2002年,地上车位150/元、地下车位350/元,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37904695714026,39.838821516855816
西马场北里,56595,丰台 角门,"马家堡路,近角门路",多层,1.20元/平米/月,商品房住宅,1.70,暂无数据,25%,2000年,地上车位300个、150元/月,北京金易房地产开发有限公司,北京西马物业管理有限责任公司,116.3880903783703,39.850168519273964
首创禧瑞都,147007,朝阳 CBD,朝阳路139号,高层,7.98元/平米/月,商品房住宅,3.50,654户,31%,2015年,共395个,"上海交通投资(集团)有限公司,上海佳绿绿化有限公司",北京仲量联行物业管理服务有限公司,116.47191036720083,39.92452469548403
龙府花园,41107,顺义 胜利,中山北大街,多层,0.50元/平米/月,商品房住宅,1.50,1155户,35%,2000年,150元/车位/月,北京龙脉温泉房地产开发有限责任公司,北京昌振顺达物业管理有限公司,115.98980839491972,39.71489590254255
首座御园(三期),35076,大兴 枣园,科苑路30号,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.37161967735321,39.760945204837654
上上城第三季,15700,北京周边 燕郊,燕顺路,高层,1.70元/平米/月,商品房住宅,2.90,暂无数据,35%,2011年,暂无数据,中外合资镇江豪斯嘉房地产有限公司,三河福成房地产开发有限公司,116.75607736781907,39.9378971677632
朝庭公寓,73454,朝阳 望京,阜荣街8号,高层,2.80元/平米/月,商品房住宅,4.17,暂无数据,30%,2008年,暂无数据,"上海佳科科技有限公司,创新实业有限公司",北京鼎铭物业管理有限公司,116.49021001823625,39.99411851147661
安福苑,41980,昌平 昌平县城,北京市昌平区昌平镇财神庙胡同19号,多层,3.00元/平米/月,商品房住宅,2.98,60户,30%,1985年,150元/车位/月,"上海维塔斯电脑软件有限公司,上海鸿讯物流有限公司",福苑物业,116.24535205825967,40.23339086629223
西辛北区,38635,顺义 顺义城区,西外街,多层,0.55元/平米/月,商品房住宅,1.30,暂无数据,35%,1995年,小区有停车位500个,"湾流国际,思政餐饮有限公司",北京大龙地产物业管理中心,116.65043996357605,40.14659976495903
西辛北区,38635,顺义 顺义城区,西外街,多层,0.55元/平米/月,商品房住宅,1.30,暂无数据,35%,1995年,小区有停车位500个,"湾流国际,思政餐饮有限公司",北京大龙地产物业管理中心,116.65043996357605,40.14659976495903
龙门新区B9小区,23380,门头沟 龙泉,和平街,多层|小高层,1.70元/平米/月,商品房住宅,0.00,暂无数据,35%,2013年,暂无数据,上海蒂沙物业管理有限公司,北京奥和物业管理有限公司,116.0892253029978,39.95108579286173
首城国际,93740,朝阳 双井,广渠路36号,高层,2.83元/平米/月,商品房住宅,3.20,3820户,30%,2010年,A、B、D区车位和住宅比例0.8:1；C区车位和住宅比例2:1,上海维风企业管理有限公司,北京市嘉宝物业管理有限公司,116.47585868940884,39.89867212255458
天恒花园,40715,顺义 天竺,天柱路,多层,1.80元/平米/月,商品房住宅,1.19,249户,40%,2006年,地上150元/月,北京空港天恒房地产开发有限公司,北京天竺空港物业管理有限公司,116.56679541381162,40.07484355534475
中关村港沟16号院,108000,海淀 苏州桥,港沟路16号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1978年,暂无数据,无,北京亿方物业管理有限责任公司,116.30964243615054,39.98662567003797
山语间(保利西山林语),58911,海淀 马连洼,黑龙潭路,多层,0.40元/平米/月,商品房住宅,0.00,3315户,30%,0000-00-00年,地下停车场,暂无数据,暂无数据,116.2217337199608,40.044811468348676
芳园南里,58062,朝阳 酒仙桥,将台西路,多层,0.58元/平米/月,商品房住宅,2.10,4537户,20%,2000年,400,银矽物业管理有限公司,业主自管,116.4938119538396,39.9765669783721
五福玲珑居,53461,海淀 四季青,彰化路,多层,0.50元/平米/月,动迁配套房,0.80,500户,35%,2012年,500,"上海复深蓝软件有限公司,上海悠星网络科技有限公司",业主自管,116.29300474013912,39.94590042765907
宏盛家园,44301,大兴 西红门,欣旺北大街,多层,0.70元/平米/月,商品房住宅,1.20,2000户,30%,2003年,150元/月,北京日月星房地产开发有限责任公司,北京福盛物业管理中心,116.34333006057187,39.80092558041694
佳和宜园,35435,顺义 马坡,花园中路,多层|小高层,0.50元/平米/月,商品房住宅,1.21,4051户,30%,2009年,车位充足停车免费,北京顺义新城建设开发有限公司,北京西马坡物业服务中心,116.6553458794577,40.18033906550546
常营民族家园,36189,朝阳 常营,常营北路,多层,0.50元/平米/月,商品房住宅,1.60,1200户,30%,2000年,地下595个,"上海泗塘资产管理有限公司,中国人寿保险股份有限公司（上海市宝山支公司）",北京正中方物业管理有限责任公司,116.58860195972743,39.93607808203173
首开熙悦睿府书香,39314,房山 良乡,书院南街10号,多层,3.15元/平米/月,商品房住宅,2.80,1577户,30%,2015年,停车位为1:2,北京首都开发股份有限公司,北京方庄物业管理有限公司,116.176126389897,39.7308207633527
新纪家园,81812,朝阳 太阳宫,太阳宫中路,多层|高层|超高层,1.01元/平米/月,商品房住宅,2.80,2000户,35%,2002年,地下350元/月、地上180元/月,上海锦都置业有限公司,北京新纪家园物业管理有限公司,116.4566752854127,39.97912716238799
荣丰2008,141218,西城 广安门外,广安门外大街305号,小高层|高层|超高层,3.30元/平米/月,商品房住宅,3.20,9157户,36%,2003年,地下450-600元/车位/月，地上150元/车位/月,北京荣丰房地产开发有限公司,北京非常空间物业管理有限公司,116.3427521806373,39.9005649295787
圣馨家园,80382,朝阳 太阳宫,太阳宫南街,多层|高层,2.00元/平米/月,商品房住宅,2.00,1800户,20%,2010年,500,冠城开发,冠城物业管理公司,116.44717992668059,39.979887306390296
地盛中路社区,35000,大兴 亦庄,地盛中路5号,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.50998601012306,39.792535950683906
新世界家园,121867,东城 崇文门,崇文门外大街5号,多层,2.98元/平米/月,商品房住宅,2.10,3400户,35%,2000年,1：1，出租550元/月,上海友喜建设集团有限公司,北京新世界物业管理有限公司,116.42338462219624,39.90090728427936
常营民族家园,36189,朝阳 常营,常营北路,多层,0.50元/平米/月,商品房住宅,1.60,1200户,30%,2000年,地下595个,"上海泗塘资产管理有限公司,中国人寿保险股份有限公司（上海市宝山支公司）",北京正中方物业管理有限责任公司,116.58860195972743,39.93607808203173
亚林西居住区,56686,丰台 右安门,西铁营中路9号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2018年,暂无数据,暂无数据,暂无数据,116.36087181124851,39.86197048142517
石门营新区四区,27436,门头沟 永定,紫金北路,多层,0.00元/平米/月,动迁配套房,0.00,暂无数据,12%,2001年,暂无数据,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.1088301919392,39.893345189046855
蓝调沙龙,50050,通州 九棵树,怡乐北街,多层|高层,2.50元/平米/月,商品房住宅,1.50,暂无数据,35%,2004年,暂无数据,北京天行雅坤房地产开发有限公司,北京燕科物业管理有限责任公司,116.65777606535383,39.89322257000318
莲香园,65038,丰台 六里桥,六里桥北里16号,高层,1.76元/平米/月,商品房住宅,3.15,1700户,40%,1999年,150元/车位/月 地下450元/月,华凯投资集团有限公司,北京瑞思特物业管理有限公司,116.3079825472292,39.89433969605549
旧宫新苑(北区),40680,大兴 旧宫,旧忠路,高层,0.00元/平米/月,商品房住宅,0.00,1575户,30%,2012年,暂无数据,上海弘易物业管理有限公司,北京旧宫物业管理中心,116.45912667131888,39.80935851979876
顶秀金石家园,46522,丰台 宋家庄,金桥东街6号,高层,2.30元/平米/月,商品房住宅,0.00,1808户,暂无数据,2013年,暂无数据,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43755952382148,39.84283269991148
冬晴园,81487,海淀 西北旺,后厂村路,多层,0.78元/平米/月,商品房住宅,1.80,2000户,20%,2015年,车位充足、小区停车免费,上海锦盈物业管理有限公司,阳光城物业服务(福建)有限公司,116.27478539761631,40.05615901617412
晨月园,95944,海淀 世纪城,蓝靛厂西路,多层,1.25元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2007年,暂无数据,北京金源鸿大房地产开发有限公司,北京海清物业管理有限公司,116.28902569588269,39.96477101087811
北洼东里,85277,海淀 紫竹桥,北洼路,多层|高层,1.60元/平米/月,商品房住宅,1.50,2000户,40%,2000年,地上车位150元/月,暂无数据,业主自管,116.31236457133743,39.944849491785604
西湖新村,34724,昌平 北七家,立汤路,多层,1.00元/平米/月,商品房住宅,1.40,1500户,50%,1996年,地上停车 免费停车 停车位极多 不会为找车位而烦恼,深圳万物商企物业服务有限公司上海分公司,北京广建物业管理公司,116.42330143910601,40.12519412160246
月坛西街东里21号院,133333,西城 月坛,月坛西街,多层,0.80元/平米/月,商品房住宅,0.80,暂无数据,40%,1980年,暂无数据,上海中观信息科技有限公司,业主自管,116.35617466156741,39.92229881820226
观音景园,48341,朝阳 高碑店,高碑店路,多层|高层,1.20元/平米/月,商品房住宅,3.00,1200户,30%,2006年,充足,大管家物业管理限公司,北京都市绿色家园物业管理有限公司,116.53227425170758,39.89284543894013
白家楼,43333,朝阳 高碑店,平房路,低层,0.56元/平米/月,小产权房,2.00,2600户,30%,1997年,充足,上海豪景物业管理有限公司,业主自管,116.55306481409161,39.93428667926787
地盛中路社区,35000,大兴 亦庄,地盛中路5号,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.50998601012306,39.792535950683906
文慧园西路36号院,80000,海淀 小西天,文慧园西路36号,多层,0元/平米/月,商业,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.3654894096886,39.956084762135845
昌盛园(二区),40397,昌平 昌平县城,昌平区南环东路,多层,1.50元/平米/月,商品房住宅,2.00,2000户,30%,2000年,600,捷克旅游局上海办事处、宇力恩国际贸易(上海)有限公司,鼎轩物业管理有限公司,116.26324208198255,40.21770365517781
鸿博家园(二期F区),43774,朝阳 小红门,红坊路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47049230212279,39.83158552709728
华远铭悦,58331,通州 土桥,砖厂南里22号,小高层,2.40元/平米/月,商品房住宅,2.20,1200户,30%,2002年,799个(1:0.7),北京华和房地产开发有限公司,北京圣瑞物业服务有限公司铭悦分公司,116.70360895993117,39.877796064468754
西便门外大街7号院,108399,西城 月坛,西便门外大街7号,多层,0.50元/平米/月,商品房住宅,1.80,428户,20%,1984年,车位充足,中国铁路建设总公司,北京中铁金方物业管理中心,116.35910439515763,39.9082694304322
北辰福第(中区),54139,朝阳 常营,常营北小街2号,多层,1.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2008年,住宅部分机动车总停车位共1103个，其中地上703个,"上海古沙贸易有限公司,展途化工有限公司",北辰物业管理有限公司,116.60805180113782,39.93582220976192
颐阳山水居东区,43004,海淀 西北旺,黑龙潭路,多层,1.00元/平米/月,小产权房,1.53,暂无数据,35%,2015年,暂无数据,向蓝企业有限公司,北京同方物业管理有限公司,116.21808659959028,40.044612829435714
拾景名苑,37313,石景山 古城,体育场西街20号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.20754821833052,39.907710776594165
